Ticker,Name,Industry,Tag,Amount,Daily_Pct,Hold_Period,Stop_Loss,Score,ATR_Pct,周期共振,Scan_Ref_Price
300476.SZ,胜宏科技,元器件,Core_Dragon,7368250.18054,6.3599,3-5天,197.85元,82,6.87,False,0
300570.SZ,太辰光,通信设备,Core_Dragon,4523666.76126,14.5,3-5天,163.2元,79,7.5,False,0
002916.SZ,深南电路,元器件,Core_Dragon,3314184.03634,10.0,3-5天,297.44元,85,6.3,False,0
