Ticker,Name,Industry,Tag,Amount,Daily_Pct,Hold_Period,Stop_Loss,Score,ATR_Pct,周期共振,Scan_Ref_Price
300017.SZ,网宿科技,软件服务,Core_Dragon,3938368.95903,6.8583,3-6天,15.0元,78,6.22,True,0
